Contract,tenure,MonthlyCharges,InternetService_No,InternetService_Fiber optic,OnlineSecurity,TechSupport,PaperlessBilling,SeniorCitizen,is_Autometic_payment,Churn
0,1,70.6,False,True,0,0,1,0,0,0
1,56,19.95,True,False,0,0,0,0,1,0
0,4,19.0,True,False,0,0,0,0,0,0
1,58,44.1,False,False,0,0,1,0,0,0
2,62,107.6,False,True,0,1,1,0,1,0
1,26,61.55,False,False,1,0,0,0,0,0
0,62,90.7,False,True,1,0,0,0,1,0
1,58,99.25,False,True,1,0,0,0,1,0
2,68,91.7,False,False,1,1,1,0,0,0
1,61,100.7,False,True,1,0,1,0,1,0
2,42,78.45,False,False,0,1,1,0,1,0
0,18,84.3,False,True,0,0,0,0,1,0
2,56,19.55,True,False,0,0,1,0,1,0
0,4,88.95,False,True,0,0,1,0,0,1
0,4,20.45,True,False,0,0,0,0,1,0
1,35,55.6,False,False,1,0,0,0,1,0
0,64,86.8,False,True,1,1,1,0,1,0
1,31,20.95,True,False,0,0,0,0,0,0
2,67,20.05,True,False,0,0,1,1,1,0
0,4,50.7,False,False,0,0,0,0,1,1
2,70,113.65,False,True,1,1,1,1,0,0
0,3,53.4,False,False,0,0,0,0,1,1
0,53,101.9,False,True,0,0,1,1,0,1
2,2,59.5,False,False,1,1,0,0,0,0
0,29,87.8,False,True,0,0,1,0,1,0
2,47,41.9,False,False,1,1,0,0,0,0
1,68,83.0,False,True,0,0,1,0,0,1
0,12,69.85,False,False,1,0,1,0,0,0
0,8,56.3,False,False,0,1,0,0,1,0
0,54,109.55,False,True,1,0,0,0,0,0
2,69,92.15,False,True,0,1,1,0,0,0
0,26,69.5,False,False,1,0,1,0,1,0
2,72,97.0,False,True,1,1,1,0,1,0
2,70,58.35,False,False,1,1,1,0,1,0
0,1,50.6,False,False,1,0,0,0,0,1
0,10,89.5,False,True,0,0,1,0,0,1
1,28,70.4,False,True,0,0,1,0,1,0
0,1,69.8,False,True,0,0,1,0,0,1
0,21,94.3,False,True,0,0,1,0,0,0
0,51,93.8,False,True,1,0,1,1,1,1
1,53,19.55,True,False,0,0,0,0,1,0
1,53,95.95,False,True,1,0,0,0,0,0
0,24,101.05,False,True,0,0,1,0,0,1
2,70,94.8,False,False,1,1,1,0,1,0
1,61,107.75,False,True,1,0,1,0,0,0
1,11,54.6,False,False,1,1,1,0,0,0
0,2,71.3,False,True,0,0,1,0,1,0
1,25,19.5,True,False,0,0,1,0,1,0
1,41,56.3,False,False,0,0,1,0,1,0
0,18,94.7,False,True,0,0,1,0,0,1
2,72,104.15,False,True,0,0,1,1,1,1
2,71,90.55,False,False,1,1,1,0,1,0
1,34,60.8,False,False,1,0,1,0,0,0
0,29,98.8,False,True,0,1,1,0,1,0
1,40,98.15,False,True,1,1,1,1,1,0
1,36,35.35,False,False,1,0,0,0,0,0
1,46,103.15,False,True,0,1,1,0,0,0
1,58,107.75,False,True,1,0,1,0,0,0
1,39,81.4,False,True,0,0,0,0,1,0
0,4,61.45,False,False,0,1,0,0,1,1
1,52,95.7,False,True,0,0,1,0,1,0
1,70,104.8,False,True,0,0,1,1,0,0
1,65,70.95,False,True,0,0,1,1,1,0
0,1,44.95,False,False,0,0,1,0,0,0
1,70,97.65,False,True,0,0,1,0,0,0
0,29,35.65,False,False,0,0,1,1,0,0
0,1,90.55,False,True,0,0,1,0,0,1
2,67,85.25,False,False,1,1,1,0,0,0
0,1,19.5,True,False,0,0,1,0,0,0
0,26,88.8,False,True,0,0,1,0,1,1
2,30,25.1,True,False,0,0,1,0,0,0
0,48,100.05,False,True,0,1,1,0,1,0
0,55,55.7,False,False,1,0,0,0,0,0
0,7,85.2,False,True,0,0,1,0,0,1
0,37,91.15,False,True,1,0,1,0,0,0
0,31,83.85,False,True,0,0,1,0,1,0
0,4,45.9,False,False,0,0,1,0,0,0
2,72,25.1,True,False,0,0,1,0,1,0
0,5,91.4,False,True,0,0,1,1,0,1
0,1,19.7,True,False,0,0,0,0,0,0
0,15,91.5,False,True,0,0,1,1,0,0
0,8,51.3,False,False,1,0,1,0,1,0
1,35,21.1,True,False,0,0,0,0,0,0
0,56,104.75,False,True,0,0,0,1,0,0
0,42,106.15,False,True,0,1,1,0,1,1
0,65,85.75,False,True,1,0,1,1,0,0
1,2,20.3,True,False,0,0,0,0,0,0
1,65,100.75,False,True,1,0,1,1,0,0
0,18,74.15,False,True,0,0,1,0,0,0
1,23,78.55,False,False,1,0,1,0,0,0
0,4,45.3,False,False,0,0,1,0,0,1
2,70,19.85,True,False,0,0,0,0,1,0
0,4,50.7,False,False,0,0,0,0,0,0
0,19,45.0,False,False,0,0,1,0,1,0
0,18,77.8,False,True,0,0,0,0,0,0
0,38,83.45,False,True,1,0,1,1,0,0
0,2,73.25,False,True,0,0,1,0,1,1
1,47,94.8,False,True,1,0,0,0,1,0
2,52,20.1,True,False,0,0,0,0,1,0
0,9,59.9,False,False,0,0,0,0,0,0
1,26,90.1,False,False,1,1,1,0,1,0
0,8,51.05,False,False,0,0,1,0,0,1
1,44,70.95,False,False,0,1,1,0,0,0
0,3,29.2,False,False,0,0,0,0,0,0
0,2,46.6,False,False,0,0,1,0,1,0
0,9,85.35,False,True,0,0,1,0,1,1
0,1,75.35,False,True,0,0,1,1,0,1
0,25,74.3,False,True,1,0,0,0,1,0
0,2,69.3,False,True,0,0,1,1,0,0
0,43,75.2,False,True,1,0,1,0,0,1
0,1,20.9,True,False,0,0,0,0,0,1
1,58,94.3,False,True,0,0,1,0,0,0
2,59,76.45,False,False,1,1,1,0,0,0
1,44,54.0,False,False,1,0,1,0,0,0
1,66,104.25,False,True,0,1,1,0,0,0
2,68,19.95,True,False,0,0,0,0,1,0
0,9,24.95,False,False,0,0,1,0,0,0
0,19,84.75,False,True,1,0,1,0,0,0
0,4,19.75,True,False,0,0,0,0,0,0
2,70,113.65,False,True,1,1,1,0,1,0
0,1,44.9,False,False,0,0,1,0,0,0
0,8,75.25,False,True,0,0,1,0,0,0
2,53,24.6,True,False,0,0,0,0,0,0
1,51,25.0,True,False,0,0,0,1,1,0
0,11,20.95,True,False,0,0,0,0,1,0
2,60,110.6,False,True,1,1,1,0,0,0
0,17,55.5,False,False,1,0,1,0,1,0
0,3,43.3,False,False,0,0,1,0,0,1
1,70,109.5,False,True,1,1,1,0,1,1
0,1,19.45,True,False,0,0,0,0,0,0
0,43,84.85,False,True,0,0,1,1,0,0
0,16,19.6,True,False,0,0,0,0,0,0
1,57,53.45,False,False,1,0,0,0,0,0
1,37,19.8,True,False,0,0,0,0,1,0
2,72,112.1,False,True,1,1,0,0,1,0
0,11,84.8,False,True,0,0,1,1,1,1
0,50,95.05,False,True,0,0,1,1,0,1
0,5,50.35,False,False,0,0,0,1,0,1
0,1,74.6,False,True,0,0,1,0,1,1
0,16,19.7,True,False,0,0,1,0,0,1
0,2,74.2,False,True,0,0,1,1,0,0
0,17,69.0,False,False,0,1,1,0,0,0
1,16,19.35,True,False,0,0,0,0,1,0
0,15,59.45,False,False,0,0,1,0,0,1
1,10,19.8,True,False,0,0,1,0,0,0
1,46,105.2,False,True,1,1,1,0,1,1
2,64,109.2,False,True,0,1,1,0,1,0
0,1,79.15,False,True,0,0,1,0,0,0
1,25,53.65,False,False,0,0,0,0,0,0
2,71,100.2,False,True,1,1,0,0,1,0
0,8,45.15,False,False,0,0,1,0,0,1
2,72,108.65,False,True,1,1,1,0,1,0
0,49,40.65,False,False,1,0,0,0,1,0
1,29,55.35,False,False,1,1,1,0,1,0
2,72,105.6,False,True,1,1,0,0,1,0
0,31,93.8,False,True,0,0,0,0,0,1
0,50,95.7,False,True,0,0,1,0,0,0
2,71,83.2,False,False,1,1,0,0,0,0
2,70,90.05,False,False,1,1,0,1,1,0
1,71,97.65,False,True,1,1,0,0,1,0
2,61,68.05,False,False,1,1,1,0,1,0
0,32,96.2,False,True,0,1,1,0,0,1
0,1,79.6,False,True,0,0,1,0,0,1
2,68,102.1,False,True,1,0,1,0,1,0
2,62,23.4,True,False,0,0,0,0,1,0
0,7,71.05,False,True,0,0,1,0,0,0
0,20,85.25,False,True,0,0,1,0,0,1
1,6,19.45,True,False,0,0,0,0,0,0
0,33,59.45,False,False,1,0,1,1,1,0
1,28,92.2,False,True,0,0,0,0,1,0
2,27,19.85,True,False,0,0,0,0,1,0
0,7,43.9,False,False,0,0,0,0,0,0
0,26,80.5,False,True,0,1,1,0,0,1
0,5,89.8,False,True,0,0,1,1,0,1
0,30,90.5,False,True,1,0,1,1,1,0
1,63,90.45,False,True,0,0,0,0,1,0
0,1,50.75,False,False,0,0,1,0,0,1
1,53,84.6,False,False,0,1,1,0,0,0
0,14,89.65,False,True,0,1,1,0,1,1
0,21,99.15,False,True,0,1,1,0,1,0
1,17,19.95,True,False,0,0,0,0,0,0
2,16,20.5,True,False,0,0,0,0,0,0
0,35,62.1,False,False,0,0,1,0,0,0
0,32,79.5,False,True,0,0,1,1,0,0
0,28,19.55,True,False,0,0,1,0,1,0
0,1,20.35,True,False,0,0,1,0,0,0
0,59,51.7,False,False,0,1,1,0,0,0
1,72,23.3,True,False,0,0,1,0,1,0
1,36,65.4,False,False,0,1,1,0,0,1
0,40,65.1,False,False,1,0,0,0,0,0
0,40,81.2,False,True,0,0,1,0,0,0
0,9,72.9,False,False,0,1,1,0,0,1
2,63,74.5,False,False,1,1,0,0,1,0
0,3,80.5,False,True,0,0,1,0,0,0
1,40,60.3,False,False,0,1,0,0,0,0
0,8,75.0,False,True,1,0,1,0,0,0
1,34,90.15,False,True,1,1,0,1,0,0
0,5,40.0,False,False,1,1,0,0,0,1
0,9,99.45,False,True,0,0,1,1,1,1
0,9,69.05,False,False,0,0,1,0,1,0
0,31,59.7,False,False,0,0,0,0,1,0
1,50,19.85,True,False,0,0,1,0,1,0
0,2,86.25,False,True,1,1,1,0,0,1
0,1,45.65,False,False,0,0,1,0,0,1
0,8,70.1,False,True,0,0,1,0,0,1
0,9,40.75,False,False,0,0,0,0,0,0
0,2,70.2,False,True,0,0,1,1,1,1
0,3,55.35,False,False,1,0,0,0,0,1
0,25,95.7,False,True,0,1,1,0,1,0
0,1,46.3,False,False,0,0,0,1,0,0
0,45,81.3,False,False,1,1,0,0,0,0
0,51,84.2,False,True,0,0,1,1,0,1
0,55,20.0,True,False,0,0,0,0,1,0
0,38,66.15,False,False,1,0,1,0,1,0
0,2,45.85,False,False,0,0,0,0,0,1
0,38,19.6,True,False,0,0,0,0,0,0
0,34,49.8,False,False,0,0,1,0,0,0
1,70,101.75,False,True,0,0,1,0,0,0
1,13,55.15,False,False,1,1,0,0,0,0
0,39,75.25,False,True,0,0,0,0,0,1
1,61,103.95,False,True,0,0,1,0,0,0
0,12,100.15,False,True,0,0,1,0,1,1
2,41,99.65,False,True,0,1,1,0,1,0
0,21,73.7,False,True,0,0,1,0,0,0
1,55,50.05,False,False,0,0,1,1,1,0
2,69,60.25,False,False,1,1,0,0,1,0
0,26,105.75,False,True,0,0,0,1,0,1
1,69,87.3,False,True,1,0,0,1,1,0
0,18,48.35,False,False,0,0,1,1,0,1
0,47,54.25,False,False,0,0,0,0,0,0
2,72,85.3,False,False,1,1,0,0,1,0
0,33,50.0,False,False,0,1,1,1,0,0
0,2,24.4,False,False,0,0,1,0,0,1
2,72,90.95,False,False,1,1,0,0,1,0
0,37,72.25,False,True,0,0,1,1,1,0
0,62,96.1,False,True,0,0,1,1,1,0
2,71,19.85,True,False,0,0,0,0,1,0
0,23,55.3,False,False,0,1,1,0,1,0
1,16,20.1,True,False,0,0,0,0,0,0
0,9,69.5,False,False,1,1,1,0,0,0
2,17,25.15,True,False,0,0,1,0,0,0
0,4,20.95,True,False,0,0,0,0,1,1
0,1,49.55,False,False,1,0,1,1,0,1
0,24,79.65,False,True,0,0,1,0,0,0
0,1,71.25,False,True,0,0,1,1,0,0
2,72,113.8,False,True,1,1,0,1,1,0
2,72,24.55,True,False,0,0,0,0,0,0
0,11,19.7,True,False,0,0,0,0,1,0
0,9,20.25,True,False,0,0,0,0,0,1
0,2,50.15,False,False,0,0,0,1,1,1
1,60,100.5,False,True,0,0,1,1,1,0
0,29,95.9,False,True,0,0,1,1,0,1
2,49,74.45,False,False,0,1,1,0,1,0
0,30,104.1,False,True,0,0,1,1,0,0
1,53,19.05,True,False,0,0,0,0,1,0
2,39,25.0,True,False,0,0,0,0,0,0
0,9,19.05,True,False,0,0,0,0,0,0
1,39,81.9,False,True,0,1,0,0,0,0
0,8,69.7,False,True,0,0,1,1,0,0
1,51,90.15,False,True,0,0,1,0,0,0
2,71,25.35,True,False,0,0,0,0,1,0
2,71,24.65,True,False,0,0,1,1,0,0
2,70,19.55,True,False,0,0,1,1,1,0
0,1,25.25,False,False,0,0,0,1,0,1
2,38,60.0,False,False,1,1,1,0,1,0
0,28,89.9,False,True,0,0,0,0,1,0
0,32,19.4,True,False,0,0,0,0,1,0
2,49,49.8,False,False,0,0,0,1,0,0
2,37,24.1,True,False,0,0,1,0,1,0
0,10,54.25,False,False,0,1,0,0,0,0
1,67,109.9,False,True,1,0,0,0,1,0
1,7,35.5,False,False,0,1,1,0,1,0
1,51,87.55,False,True,0,0,0,0,1,0
0,9,45.15,False,False,0,0,0,0,0,1
0,9,88.4,False,True,0,0,1,0,0,0
0,4,50.8,False,False,0,1,1,0,0,0
2,71,99.0,False,True,1,0,1,0,0,0
0,50,84.4,False,True,0,0,1,0,1,1
2,24,96.55,False,True,0,0,1,1,0,0
1,22,59.75,False,False,1,0,1,0,1,0
0,44,111.5,False,True,1,0,1,0,0,0
0,33,24.25,True,False,0,0,0,0,1,0
0,1,75.1,False,True,0,0,1,0,0,1
1,54,70.15,False,False,0,0,1,0,1,1
0,42,101.75,False,True,0,0,1,0,0,1
0,1,45.8,False,False,0,0,0,0,0,1
0,1,20.5,True,False,0,0,0,0,0,0
1,30,70.4,False,False,1,1,0,0,0,0
0,1,30.55,False,False,0,1,0,0,0,0
0,16,84.9,False,False,1,1,0,0,0,0
0,1,20.1,True,False,0,0,1,0,0,1
0,9,40.65,False,False,0,1,0,0,0,1
0,46,101.0,False,True,0,0,1,1,0,1
0,1,69.1,False,True,0,0,1,0,0,1
2,71,54.5,False,False,1,1,0,0,1,0
0,43,75.35,False,True,0,0,1,0,1,0
1,50,44.45,False,False,1,1,1,0,1,0
0,13,75.0,False,True,0,0,1,0,0,1
1,19,100.0,False,True,0,1,0,0,1,1
0,41,98.05,False,True,0,0,0,0,1,0
0,1,71.15,False,True,0,0,1,1,0,1
0,24,54.15,False,False,0,0,1,0,1,1
1,40,63.9,False,False,0,0,0,0,1,0
0,3,69.15,False,False,0,0,1,0,1,0
1,37,64.65,False,False,1,0,0,0,1,0
2,67,108.75,False,True,1,1,1,0,1,1
0,32,98.85,False,True,0,0,1,0,0,0
0,6,49.15,False,False,0,1,1,0,0,1
0,32,89.6,False,True,1,0,0,0,0,0
0,59,83.25,False,True,0,0,1,0,0,0
1,30,70.25,False,False,0,1,0,0,1,0
0,20,19.4,True,False,0,0,1,0,0,1
2,27,24.5,True,False,0,0,0,0,0,0
0,20,79.15,False,True,1,0,1,1,0,1
1,9,20.1,True,False,0,0,0,0,0,0
1,68,73.0,False,False,1,0,1,0,1,0
2,69,61.4,False,False,1,1,0,0,1,0
0,26,84.3,False,True,0,1,1,0,0,0
2,69,19.9,True,False,0,0,0,0,1,0
2,11,20.4,True,False,0,0,0,0,0,0
0,1,50.75,False,False,0,0,0,0,0,0
1,10,20.45,True,False,0,0,0,0,0,0
1,55,75.75,False,False,1,1,1,0,1,0
1,44,65.4,False,False,1,1,0,0,0,0
0,46,80.4,False,True,0,0,1,1,0,1
2,69,59.75,False,False,1,0,1,0,1,0
0,11,78.5,False,True,0,0,1,1,0,0
0,11,102.0,False,True,0,0,1,0,0,1
0,29,48.95,False,False,0,0,0,0,1,0
0,57,99.65,False,True,1,0,1,0,0,0
1,28,18.25,True,False,0,0,0,0,1,0
0,42,54.55,False,False,1,0,0,0,1,0
0,2,20.65,True,False,0,0,0,0,0,1
1,23,40.65,False,False,1,1,0,0,1,0
0,18,20.45,True,False,0,0,0,0,0,0
1,62,24.8,True,False,0,0,0,0,1,0
0,1,70.8,False,True,0,0,1,0,0,1
0,16,89.05,False,True,0,1,1,0,1,1
0,3,96.6,False,True,0,0,1,0,0,1
1,67,88.8,False,False,1,1,1,0,1,0
2,62,20.05,True,False,0,0,1,0,1,0
0,57,104.5,False,True,0,0,1,0,1,1
0,2,69.8,False,True,0,0,1,0,0,0
2,23,77.15,False,False,1,1,1,0,1,0
2,25,35.05,False,False,1,1,0,0,1,0
2,72,108.1,False,True,0,1,1,1,1,0
0,2,84.05,False,True,0,0,1,0,0,0
1,8,20.2,True,False,0,0,1,0,1,0
0,5,50.6,False,False,0,0,1,0,0,1
0,35,49.2,False,False,0,0,0,0,0,0
1,24,24.6,True,False,0,0,0,0,0,0
0,2,71.65,False,True,0,0,1,0,0,0
2,72,104.9,False,True,1,1,1,0,1,0
0,41,106.5,False,True,1,1,1,0,0,0
0,4,49.35,False,False,1,0,0,0,0,1
1,26,75.5,False,True,0,0,0,0,1,0
0,7,94.25,False,True,0,0,1,0,0,1
0,1,68.95,False,True,0,0,1,0,0,1
0,4,58.5,False,False,0,1,1,0,0,0
2,48,78.9,False,False,0,1,0,0,1,0
0,2,93.85,False,True,0,0,1,1,0,1
1,12,79.2,False,False,1,1,1,1,0,0
0,60,109.45,False,True,1,1,1,0,1,0
2,55,59.2,False,False,1,1,1,0,0,0
0,1,29.15,False,False,0,1,0,0,0,0
0,1,20.05,True,False,0,0,0,0,0,0
0,4,76.05,False,True,0,0,1,0,0,1
0,1,24.45,False,False,0,0,1,0,0,1
2,42,66.5,False,False,0,1,0,0,1,0
0,1,49.55,False,False,1,0,0,0,1,0
0,7,89.35,False,True,0,0,1,0,1,1
0,3,73.6,False,True,0,0,1,0,1,0
2,72,82.65,False,False,1,0,1,0,1,0
0,15,49.0,False,False,0,0,1,0,0,0
0,4,80.35,False,True,0,0,1,0,0,1
1,11,25.2,True,False,0,0,0,0,0,0
0,5,25.45,True,False,0,0,0,0,0,0
0,1,55.8,False,False,1,0,1,1,0,1
2,72,110.9,False,True,1,1,1,0,1,0
0,55,77.75,False,True,0,0,1,0,1,0
0,40,26.2,True,False,0,0,1,0,0,0
2,57,19.9,True,False,0,0,0,0,1,0
0,1,79.05,False,True,0,0,1,0,0,1
0,1,95.0,False,True,1,0,1,0,0,1
0,1,25.2,False,False,0,0,0,0,0,1
1,52,80.85,False,False,0,0,1,1,0,0
0,41,98.4,False,True,0,0,1,1,0,1
1,43,56.35,False,False,0,0,1,0,0,0
2,47,19.3,True,False,0,0,0,0,1,0
0,3,50.4,False,False,0,0,0,0,1,0
2,66,79.4,False,False,1,1,0,1,1,1
2,55,55.25,False,False,0,1,1,0,1,0
1,29,19.1,True,False,0,0,0,0,0,0
0,12,84.05,False,True,0,0,1,0,0,0
0,66,105.2,False,True,0,0,1,0,0,0
0,35,101.4,False,True,0,0,1,1,0,1
0,10,89.8,False,True,0,0,1,1,0,1
0,27,75.75,False,True,0,0,1,0,1,0
0,58,95.3,False,True,0,1,1,0,0,0
2,54,109.75,False,True,1,1,0,0,1,1
0,9,19.85,True,False,0,0,0,0,0,0
1,2,19.3,True,False,0,0,0,0,1,1
0,6,69.1,False,True,0,0,1,0,0,0
0,26,91.25,False,True,0,0,1,1,0,1
0,9,20.25,True,False,0,0,0,0,0,0
0,8,54.75,False,False,0,0,1,0,0,0
0,12,81.45,False,True,0,0,1,0,0,0
0,15,49.1,False,False,0,0,1,0,0,1
1,43,80.2,False,False,1,0,1,0,0,0
0,42,100.3,False,True,0,1,1,0,0,0
0,31,65.25,False,False,1,1,0,0,1,1
2,66,90.95,False,True,1,1,1,0,1,0
0,18,85.45,False,True,0,1,1,1,0,1
0,1,20.0,True,False,0,0,0,0,0,0
2,61,94.1,False,True,0,1,1,0,0,1
0,10,79.85,False,True,0,0,0,0,0,0
0,1,71.65,False,True,0,0,1,1,0,1
0,18,73.55,False,True,0,0,1,1,0,0
0,24,104.65,False,True,0,0,1,0,0,1
0,3,19.3,True,False,0,0,0,0,0,0
1,50,20.15,True,False,0,0,0,0,1,0
0,1,44.55,False,False,0,0,0,0,0,0
0,2,54.45,False,False,1,1,1,0,0,0
1,17,19.65,True,False,0,0,1,0,1,0
2,69,105.0,False,True,0,0,1,0,0,0
2,72,88.7,False,False,1,1,1,0,1,0
0,3,74.25,False,True,0,0,1,0,0,1
2,50,75.15,False,False,1,0,1,1,1,0
2,53,20.25,True,False,0,0,0,0,0,0
2,58,109.1,False,True,1,1,1,0,1,0
1,46,30.75,False,False,1,0,1,0,1,0
0,72,112.9,False,True,1,1,1,1,1,0
0,1,74.2,False,True,0,0,1,1,0,1
0,6,94.05,False,True,0,0,1,0,0,0
2,72,78.85,False,False,1,1,0,0,1,0
0,4,55.3,False,False,0,0,1,0,0,0
2,52,19.35,True,False,0,0,0,0,0,0
2,0,25.35,True,False,0,0,0,0,0,0
1,2,20.45,True,False,0,0,0,0,0,0
2,65,19.35,True,False,0,0,0,0,1,0
0,43,101.0,False,True,0,0,1,1,0,1
0,4,100.2,False,True,0,0,1,0,0,1
1,25,89.05,False,True,1,0,1,1,0,1
1,51,78.65,False,False,0,1,1,0,1,0
0,12,74.75,False,False,0,0,0,0,1,0
1,57,70.1,False,False,1,0,1,0,1,1
1,24,19.9,True,False,0,0,0,0,0,0
1,64,58.35,False,False,0,1,0,0,1,0
1,4,105.65,False,True,0,1,1,0,0,1
0,26,100.5,False,True,0,0,1,0,1,0
0,15,20.05,True,False,0,0,0,0,0,0
2,64,25.65,True,False,0,0,0,1,1,0
0,36,96.5,False,True,0,0,1,1,0,1
0,27,95.0,False,True,0,0,0,0,1,0
0,1,70.85,False,True,0,0,0,1,0,1
1,35,85.95,False,False,1,1,1,0,1,1
0,4,73.9,False,True,0,0,1,0,0,1
0,8,45.45,False,False,0,0,1,0,0,0
0,10,20.0,True,False,0,0,1,0,1,0
0,2,49.2,False,False,0,0,0,0,0,0
2,58,109.45,False,True,1,0,1,0,1,1
2,51,83.25,False,False,1,1,1,0,1,0
2,46,19.25,True,False,0,0,1,0,0,0
0,1,19.65,True,False,0,0,1,0,1,0
0,46,72.8,False,True,0,0,0,0,1,0
0,50,109.65,False,True,1,1,1,0,1,0
0,53,65.0,False,False,0,1,0,0,1,0
0,61,114.1,False,True,0,1,1,0,0,0
0,5,20.65,True,False,0,0,0,0,1,0
1,47,86.95,False,False,1,1,1,0,1,0
1,54,94.75,False,True,0,0,1,0,1,0
0,19,25.35,False,False,0,0,1,0,1,0
2,26,105.45,False,True,0,1,1,0,0,0
2,70,25.4,True,False,0,0,0,0,0,0
0,17,102.55,False,True,0,0,1,0,0,0
0,30,100.2,False,True,0,0,1,0,0,1
0,1,24.0,True,False,0,0,0,0,0,0
2,19,25.6,True,False,0,0,0,0,0,0
2,26,73.5,False,False,0,0,1,0,1,0
0,21,74.05,False,True,0,0,1,0,1,1
1,50,98.25,False,True,0,0,1,0,0,0
1,68,54.4,False,False,1,0,1,0,0,0
0,3,101.55,False,True,0,0,1,0,1,1
0,9,103.1,False,True,0,1,0,0,0,0
2,51,34.2,False,False,1,1,0,0,1,0
0,9,43.75,False,False,0,0,1,0,0,0
1,41,111.95,False,True,0,1,1,1,0,1
0,22,100.65,False,True,0,0,1,0,0,0
1,21,55.95,False,False,1,0,1,0,0,1
2,71,116.05,False,True,1,1,1,0,1,0
0,1,45.75,False,False,0,0,0,0,0,1
1,26,82.0,False,False,0,1,1,0,1,0
2,71,65.15,False,False,1,1,0,0,1,0
0,4,44.8,False,False,0,0,1,0,1,0
0,12,79.8,False,True,1,0,1,0,0,0
0,18,88.85,False,True,0,1,1,0,0,0
0,3,74.95,False,True,0,0,1,0,0,0
1,72,106.85,False,True,1,0,1,1,1,0
0,11,74.95,False,True,0,0,0,0,0,1
0,1,80.15,False,True,0,0,0,0,1,1
1,13,19.3,True,False,0,0,0,0,1,0
1,72,109.25,False,True,0,1,1,0,0,1
1,42,56.1,False,False,1,0,0,0,1,0
0,17,19.7,True,False,0,0,0,0,1,0
0,7,51.3,False,False,0,0,1,1,0,0
2,68,118.6,False,True,1,1,0,0,0,0
2,56,24.15,True,False,0,0,0,0,1,0
1,38,20.3,True,False,0,0,0,0,0,0
2,72,115.5,False,True,1,1,1,0,0,0
1,48,25.05,True,False,0,0,0,0,1,0
0,52,109.1,False,True,1,0,1,1,0,0
1,35,19.65,True,False,0,0,0,0,0,0
2,67,111.3,False,True,0,1,1,0,1,0
0,1,29.9,False,False,1,0,0,0,0,0
0,53,80.6,False,True,0,1,1,0,0,0
0,34,20.8,True,False,0,0,0,0,0,0
0,3,35.2,False,False,0,0,0,0,1,1
0,1,78.8,False,True,0,0,0,0,0,1
0,19,89.95,False,True,0,1,0,0,0,0
2,60,116.05,False,True,1,1,1,1,1,0
2,11,19.55,True,False,0,0,0,0,1,0
0,47,106.4,False,True,0,0,1,0,0,1
0,18,49.4,False,False,1,0,0,0,0,1
2,60,115.25,False,True,1,1,0,0,1,0
2,72,24.8,True,False,0,0,0,0,1,0
1,39,19.9,True,False,0,0,0,0,0,0
1,59,81.25,False,True,1,0,1,0,1,0
0,2,69.95,False,True,0,0,0,0,0,0
0,1,69.1,False,True,0,0,0,1,0,1
0,20,90.2,False,True,0,0,1,0,0,1
0,6,93.55,False,True,0,0,1,0,1,1
2,71,86.4,False,True,0,1,1,0,1,0
0,24,66.3,False,False,1,0,0,0,0,0
0,67,94.65,False,True,0,0,1,1,1,0
0,1,80.85,False,True,0,0,1,0,0,1
1,48,82.05,False,True,0,0,1,0,0,1
1,37,72.1,False,False,0,1,0,0,0,0
0,11,34.7,False,False,0,0,0,0,0,0
0,3,20.55,True,False,0,0,1,0,1,1
0,18,95.95,False,True,0,0,1,0,1,0
1,50,44.8,False,False,0,0,1,0,1,0
1,67,109.4,False,True,1,1,1,0,0,0
0,25,71.05,False,False,1,1,1,0,0,0
0,2,78.55,False,True,0,0,1,1,0,1
0,9,19.7,True,False,0,0,0,0,1,0
1,10,40.25,False,False,1,1,0,0,0,0
2,70,19.85,True,False,0,0,0,0,1,0
0,9,68.25,False,False,1,1,1,0,1,0
0,4,20.15,True,False,0,0,1,0,1,0
0,2,50.95,False,False,1,0,0,0,0,0
0,1,78.65,False,True,0,0,0,0,0,1
0,19,25.15,False,False,0,0,1,0,1,0
0,7,20.25,True,False,0,0,1,0,1,0
0,1,42.9,False,False,0,0,1,0,0,1
0,1,44.0,False,False,0,0,0,1,0,0
1,9,20.25,True,False,0,0,0,0,0,0
0,3,34.25,False,False,1,1,0,0,0,1
0,9,58.5,False,False,1,1,0,0,0,1
0,5,55.8,False,False,1,0,0,0,1,0
1,56,88.9,False,True,0,0,0,0,1,0
0,18,57.65,False,False,1,0,0,0,0,0
0,49,96.2,False,True,0,0,1,1,0,1
2,70,79.15,False,False,1,1,0,0,0,0
2,72,108.05,False,True,0,1,1,0,1,0
0,6,74.4,False,True,0,0,0,1,0,1
0,17,94.8,False,True,0,0,1,1,0,0
0,29,45.9,False,False,0,0,1,0,0,0
0,6,105.3,False,True,0,0,1,0,0,1
2,63,102.6,False,True,0,0,0,0,0,0
0,16,73.85,False,True,0,0,1,0,1,1
1,59,61.35,False,False,0,0,1,0,1,0
0,3,57.55,False,False,0,0,0,0,0,0
0,8,29.25,False,False,0,0,1,0,0,0
0,7,84.55,False,True,0,0,1,1,0,1
2,68,19.6,True,False,0,0,0,0,1,0
2,68,111.75,False,True,1,1,0,0,1,0
1,52,106.5,False,True,0,0,1,1,0,0
2,72,107.7,False,True,1,1,1,0,1,0
1,32,19.3,True,False,0,0,0,0,0,0
